iter	MultiClass
535	0.2586184664
536	0.2576966166
537	0.2565198013
538	0.2558107251
539	0.2551019911
540	0.2544766947
541	0.2537472883
542	0.2535803114
543	0.2532703536
544	0.2522229276
545	0.2514096288
546	0.2506957547
547	0.2503429836
548	0.2493638227
549	0.2486908264
550	0.2478743348
551	0.2472263448
552	0.2469135108
553	0.2457407207
554	0.2456607666
555	0.2445912719
556	0.2433821317
557	0.242953047
558	0.241945338
559	0.2412414337
560	0.2400783319
561	0.2395823737
562	0.2388050838
563	0.2382502632
564	0.2374087894
565	0.2367564947
566	0.2366287212
567	0.2358818531
568	0.2355360997
569	0.2350835114
570	0.2346294875
571	0.2338191716
572	0.2330987605
573	0.2322976555
574	0.2319203645
575	0.2315011129
576	0.2306952644
577	0.2297826519
578	0.2293296066
579	0.2285324821
580	0.2281590802
581	0.2277994391
582	0.2272234407
583	0.226641282
584	0.2257671314
585	0.2249455244
586	0.2242127411
587	0.2231879262
588	0.2224301342
589	0.2217232611
590	0.2212425245
591	0.2204203017
592	0.2198595542
593	0.2195603592
594	0.2189381573
595	0.2186167075
596	0.2186014306
597	0.2181567574
598	0.2178866419
599	0.2173534789
600	0.2170073011
601	0.2162156974
602	0.2155787697
603	0.2147092695
604	0.2141705623
605	0.2133879525
606	0.2131126957
607	0.2126760693
608	0.2126391942
609	0.21204148
610	0.211210515
611	0.2106347919
612	0.2102343871
613	0.2098724156
614	0.2094116303
615	0.2086691314
616	0.20830392
617	0.2076072017
618	0.2071603892
619	0.2064780161
620	0.2062266535
621	0.2056669164
622	0.205143425
623	0.204804049
624	0.2042107871
625	0.2037177767
626	0.2033223941
627	0.2028448116
628	0.2022969738
629	0.2018491035
630	0.201429081
631	0.2009422449
632	0.2003256066
633	0.200235527
634	0.1996085809
635	0.1991774839
636	0.1985329602
637	0.1977886366
638	0.1972085049
639	0.1968638947
640	0.1961988957
641	0.1953355934
642	0.1947170017
643	0.193993715
644	0.1934484527
645	0.1930857538
646	0.1929559753
647	0.1923099132
648	0.1920176526
649	0.1917869485
650	0.1912202059
651	0.1911683944
652	0.1905166984
653	0.1898598637
654	0.1894251704
655	0.188951143
656	0.1888043529
657	0.1883052687
658	0.1876330297
659	0.1871437503
660	0.1868276352
661	0.1860566396
662	0.1854835577
663	0.1849719397
664	0.1843879226
665	0.183859671
666	0.1835443439
667	0.1832975065
668	0.1825022339
669	0.1821859428
670	0.1818918131
671	0.1815223565
672	0.18109603
673	0.180494898
674	0.1798690292
675	0.1794536004
676	0.1791822071
677	0.1787071117
678	0.1784448732
679	0.1778295222
680	0.177594905
681	0.1769919743
682	0.1766997738
683	0.1764811062
684	0.1762267671
685	0.1757945422
686	0.1756938281
687	0.1752091482
688	0.1749513601
689	0.1747552002
690	0.1741981284
691	0.1735764505
692	0.1732928836
693	0.173095617
694	0.1725792376
695	0.1723558626
696	0.1720710126
697	0.1717027244
698	0.1712246774
699	0.1707404382
700	0.1702475607
701	0.170050763
702	0.1699776016
703	0.1698906844
704	0.1695088496
705	0.1692520508
706	0.1689206457
707	0.1684063374
708	0.1680363163
709	0.1676391107
710	0.1674678903
711	0.1670513557
712	0.1667496234
713	0.1665132385
714	0.1663252978
715	0.1661036492
716	0.1656856383
717	0.1653980468
718	0.1649981464
719	0.1648217933
720	0.1646636328
721	0.1640445983
722	0.1636665838
723	0.1632822354
724	0.1626754987
725	0.1620933516
726	0.1615150616
727	0.1611016662
728	0.1607144342
729	0.1603192878
730	0.1600397477
731	0.159473817
732	0.1590535097
733	0.158620925
734	0.1582461407
735	0.1580201859
736	0.1577952572
737	0.1573936658
738	0.1572236051
739	0.1569496982
740	0.1567523008
741	0.156406859
742	0.1561678592
743	0.1556429561
744	0.1552621869
745	0.1548999983
746	0.1546002058
747	0.1543539888
748	0.1540453386
749	0.1537613378
750	0.153584157
751	0.1532165015
752	0.1526432458
753	0.1523842044
754	0.1521084727
755	0.151637784
756	0.1513367703
757	0.1511561917
758	0.1507639278
759	0.1505281301
760	0.1502642169
761	0.1499920797
762	0.1497162889
763	0.1495353861
764	0.1493417615
765	0.1492859101
766	0.1491566932
767	0.1486089841
768	0.1482136043
769	0.148041073
770	0.1477513446
771	0.1474322682
772	0.1470711293
773	0.146979809
774	0.146638793
775	0.146352179
776	0.1460960769
777	0.1458083705
778	0.1455856946
779	0.1454256134
780	0.1452412319
781	0.1448678932
782	0.1445318824
783	0.1441693564
784	0.1438090676
785	0.1436946974
786	0.1434204809
787	0.1431956096
788	0.1429216391
789	0.1424958806
790	0.1422140033
791	0.1419940829
792	0.1416980155
793	0.1415381304
794	0.1411618542
795	0.1407396508
796	0.1405490196
797	0.1401257564
798	0.1398658806
799	0.1394668328
800	0.1393440076
801	0.1389622679
802	0.1386842867
803	0.1384431024
804	0.1382060425
805	0.1381917098
806	0.1378610328
807	0.1375060572
808	0.1372918006
809	0.1370148951
810	0.1367902286
811	0.1366883119
812	0.1364479031
813	0.1361234963
814	0.1357715351
815	0.1354863406
816	0.1352718321
817	0.1350653966
818	0.1348859266
819	0.1344926721
820	0.1342136843
821	0.1339494348
822	0.1335579912
823	0.1332001498
824	0.1328860611
825	0.1327007133
826	0.1324545082
827	0.1321381746
828	0.1318861959
829	0.1316309712
830	0.1313322219
831	0.1310542702
832	0.1309086576
833	0.1305596149
834	0.1303963505
835	0.1300924967
836	0.129846516
837	0.1296101622
838	0.1294715783
839	0.1293171002
840	0.1290664683
841	0.1288753279
842	0.1287745398
843	0.1286365957
844	0.1283393971
845	0.1280504259
846	0.127749009
847	0.1274920853
848	0.1272466826
849	0.1269848626
850	0.1267191067
851	0.1265931372
852	0.1264153974
853	0.1261649743
854	0.1260430525
855	0.125761668
856	0.1256590071
857	0.1253825255
858	0.1253365737
859	0.1252024075
860	0.1249074774
861	0.1246193353
862	0.1244957197
863	0.1243925477
864	0.1241957027
865	0.1239952308
866	0.1237381355
867	0.1236048194
868	0.1233318594
869	0.1231210579
870	0.1230222627
871	0.1227292254
872	0.1224047066
873	0.1221408797
874	0.1219206363
875	0.1216044923
876	0.1212525148
877	0.121006913
878	0.1207025616
879	0.1203475976
880	0.120187332
881	0.1201118943
882	0.1199130927
883	0.1197858446
884	0.119649859
885	0.1195143419
886	0.1194609378
887	0.1192044377
888	0.1191099998
889	0.1190085863
890	0.1188385029
891	0.1188029093
892	0.1186512382
893	0.1185627711
894	0.1184641543
895	0.1182868862
896	0.1179733667
897	0.1177103979
898	0.1176634995
899	0.1174745048
900	0.1173765191
901	0.1170941075
902	0.1169345092
903	0.1167544904
904	0.1165215819
905	0.1163334894
906	0.1161057006
907	0.1159515918
908	0.1157927489
909	0.1157048576
910	0.1154308554
911	0.1152409243
912	0.1151236772
913	0.1149496035
914	0.114856814
915	0.1147103373
916	0.1145232015
917	0.1143491823
918	0.1142344167
919	0.1139671864
920	0.1138322513
921	0.1137749198
922	0.113762412
923	0.1136302767
924	0.1134083301
925	0.1131577566
926	0.1130742745
927	0.1128882374
928	0.1125587865
929	0.1124721069
930	0.1122516307
931	0.1119991277
932	0.1118715959
933	0.111819555
934	0.1117227467
935	0.111598516
936	0.1113734519
937	0.111234881
938	0.1110337795
939	0.1108087847
940	0.1105766881
941	0.1103173122
942	0.1101416813
943	0.1099024581
944	0.1097692093
945	0.1096398262
946	0.1094868539
947	0.1094005233
948	0.1092695233
949	0.1090948825
950	0.108910844
951	0.1086890174
952	0.1084955524
953	0.1083052245
954	0.1081988401
955	0.1080662324
956	0.1079870918
957	0.1077828358
958	0.1076773813
959	0.1075221429
960	0.107445264
961	0.1073876834
962	0.1071654699
963	0.1070955681
964	0.1070226058
965	0.1067332032
966	0.1065678371
967	0.106313633
968	0.1061304176
969	0.1058541673
970	0.1057315826
971	0.1055921318
972	0.1054950847
973	0.1052738262
974	0.1051120475
975	0.105036608
976	0.1049119537
977	0.1047043443
978	0.104536758
979	0.1042762131
980	0.1041884016
981	0.1040325387
982	0.1037740921
983	0.1035575606
984	0.1034249231
985	0.1031957211
986	0.1030426639
987	0.1028512199
988	0.1026457973
989	0.1024978715
990	0.1023501792
991	0.102125471
992	0.1019349176
993	0.1018037824
994	0.1016884807
995	0.101489482
996	0.1012800206
997	0.1011889211
998	0.1010472775
999	0.100879031
